r_fighter,b_fighter,date,location,winner,titlebout,weightclass,b_age,b_stance,b_heightcms,b_reachcms,b_weightlbs,b_currentlosestreak,b_currentwinstreak,b_draws,b_longestwinstreak,b_wins,b_losses,b_winsbyko,b_winsbysubmission,b_winsbytkodoctorstoppage,b_totalroundsfought,b_totaltitlebouts,b_avgsigstrlanded,b_avgsigstrpct,b_avgsubatt,b_avgtdlanded,b_avgtdpct,r_age,r_stance,r_heightcms,r_reachcms,r_weightlbs,r_currentlosestreak,r_currentwinstreak,r_draws,r_longestwinstreak,r_wins,r_losses,r_winsbyko,r_winsbysubmission,r_winsbytkodoctorstoppage,r_totalroundsfought,r_totaltitlebouts,r_avgsigstrlanded,r_avgsigstrpct,r_avgsubatt,r_avgtdlanded,r_avgtdpct
Thiago Santos,Nate Marquardt,2016-05-14,"Curitiba, Parana, Brazil",Red,False,Middleweight,37.0,Orthodox,182.88,187.96,185.0,0.0,1.0,0.0,4.0,12.0,8.0,5.0,3.0,0.0,42.0,1.0,24.15,0.52,0.7,1.45,0.45,32.0,Orthodox,187.96,193.04,205.0,0.0,3.0,0.0,3.0,4.0,2.0,3.0,0.0,0.0,10.0,0.0,21.0,0.45,0.0,0.17,0.08
Warlley Alves,Bryan Barberena,2016-05-14,"Curitiba, Parana, Brazil",Blue,False,Welterweight,27.0,Southpaw,182.88,182.88,170.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,8.0,0.0,61.0,0.5,0.33,0.67,0.44,25.0,Orthodox,180.34,182.88,170.0,0.0,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,9.0,1.0,21.25,0.46,1.0,1.25,0.58
Abel Trujillo,Jordan Rinaldi,2016-05-29,"Las Vegas, Nevada, USA",Red,False,Lightweight,28.0,Orthodox,177.8,182.88,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,32.0,Orthodox,172.72,177.8,155.0,0.0,2.0,0.0,2.0,5.0,3.0,3.0,1.0,0.0,15.0,0.0,24.75,0.37,0.38,1.25,0.53
Aljamain Sterling,Bryan Caraway,2016-05-29,"Las Vegas, Nevada, USA",Blue,False,Bantamweight,31.0,Orthodox,172.72,172.72,135.0,0.0,1.0,0.0,2.0,5.0,2.0,0.0,4.0,0.0,19.0,0.0,31.57,0.33,0.86,2.14,0.38,26.0,Orthodox,170.18,180.34,135.0,0.0,4.0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,11.0,0.0,40.75,0.52,1.25,3.0,0.7
Chris Camozzi,Vitor Miranda,2016-05-29,"Las Vegas, Nevada, USA",Red,False,Middleweight,37.0,Orthodox,185.42,195.58,185.0,0.0,3.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,8.0,1.0,34.5,0.62,0.0,0.25,0.25,29.0,Orthodox,187.96,193.04,185.0,0.0,2.0,0.0,4.0,8.0,7.0,1.0,1.0,1.0,37.0,0.0,45.53,0.49,0.4,0.2,0.05
Chris de la Rocha,Adam Milstead,2016-05-29,"Las Vegas, Nevada, USA",Blue,False,Heavyweight,28.0,Orthodox,190.5,193.04,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,37.0,Orthodox,190.5,203.2,250.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.08,0.0,0.0,0.0
Erik Koch,Shane Campbell,2016-05-29,"Las Vegas, Nevada, USA",Red,False,Lightweight,29.0,Orthodox,182.88,180.34,155.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,50.33,0.56,0.0,1.33,0.35,27.0,Southpaw,177.8,180.34,155.0,1.0,0.0,0.0,2.0,3.0,3.0,2.0,0.0,0.0,11.0,0.0,19.17,0.38,0.83,0.0,0.0
Jake Collier,Alberto Uda,2016-05-29,"Las Vegas, Nevada, USA",Red,False,Middleweight,31.0,Orthodox,190.5,195.58,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,27.0,Orthodox,190.5,198.12,205.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,34.67,0.42,0.33,0.67,0.22
Jorge Masvidal,Lorenz Larkin,2016-05-29,"Las Vegas, Nevada, USA",Blue,False,Welterweight,29.0,Orthodox,180.34,182.88,170.0,1.0,0.0,0.0,2.0,3.0,5.0,2.0,0.0,0.0,19.0,0.0,39.38,0.46,0.0,0.0,0.0,31.0,Orthodox,180.34,187.96,170.0,1.0,0.0,0.0,3.0,6.0,3.0,1.0,1.0,0.0,26.0,0.0,52.56,0.51,0.56,1.44,0.38
Joshua Burkman,Paul Felder,2016-05-29,"Las Vegas, Nevada, USA",Blue,False,Lightweight,32.0,Orthodox,180.34,177.8,155.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,14.0,0.0,47.4,0.43,0.6,0.6,0.3,36.0,Orthodox,177.8,182.88,170.0,0.0,1.0,0.0,2.0,6.0,8.0,1.0,1.0,0.0,36.0,0.0,31.43,0.5,0.29,2.14,0.44
Renan Barao,Jeremy Stephens,2016-05-29,"Las Vegas, Nevada, USA",Blue,False,Featherweight,30.0,Orthodox,172.72,180.34,145.0,1.0,0.0,0.0,3.0,11.0,11.0,5.0,0.0,1.0,59.0,0.0,34.23,0.47,0.41,1.23,0.32,29.0,Orthodox,167.64,177.8,135.0,1.0,0.0,0.0,7.0,8.0,2.0,2.0,3.0,0.0,31.0,6.0,53.8,0.38,0.3,1.2,0.18
Sara McMann,Jessica Eye,2016-05-29,"Las Vegas, Nevada, USA",Red,False,Women's Bantamweight,29.0,Orthodox,167.64,167.64,125.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,14.0,0.0,55.6,0.42,0.2,0.2,0.2,35.0,Orthodox,167.64,167.64,135.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,9.0,1.0,19.0,0.49,0.0,1.6,0.41
Tarec Saffiedine,Rick Story,2016-05-29,"Las Vegas, Nevada, USA",Blue,False,Welterweight,31.0,Southpaw,175.26,180.34,170.0,0.0,2.0,0.0,6.0,11.0,6.0,2.0,2.0,0.0,46.0,0.0,48.59,0.42,0.82,2.29,0.6,29.0,Switch,177.8,177.8,170.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,11.0,0.0,72.0,0.43,0.33,0.33,0.11
Thomas Almeida,Cody Garbrandt,2016-05-29,"Las Vegas, Nevada, USA",Blue,False,Bantamweight,24.0,Orthodox,172.72,165.1,135.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,7.0,0.0,41.33,0.34,0.0,1.33,0.28,24.0,Southpaw,170.18,177.8,135.0,0.0,4.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,7.0,0.0,49.75,0.47,0.0,0.0,0.0
Beneil Dariush,James Vick,2016-06-04,"Los Angeles, California, USA",Red,False,Lightweight,29.0,Orthodox,190.5,193.04,155.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,11.0,0.0,44.2,0.31,0.4,0.0,0.0,27.0,Southpaw,177.8,182.88,155.0,1.0,0.0,0.0,5.0,6.0,2.0,0.0,3.0,0.0,17.0,0.0,29.0,0.46,0.62,1.12,0.36
Brian Ortega,Clay Guida,2016-06-04,"Los Angeles, California, USA",Red,False,Featherweight,34.0,Orthodox,170.18,177.8,155.0,1.0,0.0,0.0,4.0,12.0,10.0,1.0,4.0,0.0,59.0,0.0,27.23,0.34,0.64,2.77,0.39,25.0,Switch,172.72,175.26,145.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,0.0,24.33,0.39,1.67,0.33,0.11
Cole Miller,Alex Caceres,2016-06-04,"Los Angeles, California, USA",Blue,False,Featherweight,27.0,Southpaw,177.8,185.42,145.0,0.0,1.0,0.0,2.0,6.0,7.0,0.0,2.0,0.0,33.0,0.0,42.46,0.46,0.92,0.23,0.18,32.0,Orthodox,185.42,187.96,145.0,2.0,0.0,0.0,2.0,10.0,8.0,1.0,7.0,0.0,39.0,0.0,30.61,0.32,1.28,0.28,0.14
Dan Henderson,Hector Lombard,2016-06-04,"Los Angeles, California, USA",Red,False,Middleweight,38.0,Southpaw,175.26,180.34,185.0,2.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,0.0,17.0,0.0,35.0,0.49,0.0,1.43,0.36,45.0,Orthodox,180.34,187.96,185.0,1.0,0.0,0.0,4.0,8.0,8.0,3.0,0.0,0.0,40.0,3.0,27.0,0.51,0.31,0.88,0.25
Dominick Cruz,Urijah Faber,2016-06-04,"Los Angeles, California, USA",Red,True,Bantamweight,37.0,Orthodox,167.64,170.18,135.0,0.0,1.0,0.0,4.0,9.0,4.0,0.0,6.0,0.0,39.0,3.0,42.92,0.49,0.62,1.54,0.3,31.0,Orthodox,172.72,172.72,135.0,0.0,4.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,16.0,3.0,72.0,0.5,0.25,5.0,0.55
Dustin Poirier,Bobby Green,2016-06-04,"Los Angeles, California, USA",Red,False,Lightweight,29.0,Orthodox,177.8,180.34,155.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,13.0,0.0,52.6,0.47,0.2,0.8,0.3,27.0,Southpaw,175.26,182.88,155.0,0.0,3.0,0.0,4.0,11.0,3.0,4.0,3.0,0.0,29.0,0.0,43.36,0.5,0.64,1.14,0.25
Jessica Penne,Jessica Andrade,2016-06-04,"Los Angeles, California, USA",Blue,False,Women's Strawweight,24.0,Orthodox,154.94,157.48,115.0,1.0,0.0,0.0,3.0,4.0,3.0,0.0,1.0,0.0,15.0,0.0,56.86,0.57,0.57,1.86,0.63,33.0,Orthodox,165.1,170.18,115.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,32.0,0.34,0.0,2.0,0.25
Jonathan Wilson,Henrique da Silva,2016-06-04,"Los Angeles, California, USA",Blue,False,Light Heavyweight,26.0,Orthodox,190.5,193.04,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28.0,Southpaw,187.96,190.5,205.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.5,0.0,0.0,0.0
Luke Rockhold,Michael Bisping,2016-06-04,"Los Angeles, California, USA",Blue,True,Middleweight,37.0,Orthodox,185.42,190.5,185.0,0.0,3.0,0.0,4.0,18.0,7.0,9.0,0.0,0.0,69.0,1.0,55.72,0.39,0.2,1.04,0.27,31.0,Southpaw,190.5,195.58,185.0,0.0,5.0,0.0,5.0,5.0,1.0,2.0,3.0,0.0,11.0,1.0,31.83,0.61,1.0,0.5,0.25
Max Holloway,Ricardo Lamas,2016-06-04,"Los Angeles, California, USA",Red,False,Featherweight,34.0,Orthodox,172.72,180.34,145.0,0.0,1.0,0.0,4.0,7.0,2.0,2.0,2.0,0.0,21.0,1.0,27.33,0.44,0.78,1.22,0.21,24.0,Orthodox,180.34,175.26,155.0,0.0,8.0,0.0,8.0,11.0,3.0,5.0,2.0,0.0,34.0,0.0,61.57,0.42,0.36,0.14,0.14
Polo Reyes,Dong Hyun Ma,2016-06-04,"Los Angeles, California, USA",Red,False,Lightweight,27.0,Orthodox,180.34,177.8,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,19.0,0.45,0.0,0.0,0.0,31.0,Orthodox,180.34,180.34,155.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.32,0.0,0.0,0.0
Sean Strickland,Tom Breese,2016-06-04,"Los Angeles, California, USA",Red,False,Welterweight,24.0,Southpaw,190.5,185.42,185.0,0.0,3.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,5.0,0.0,27.0,0.6,0.33,0.0,0.0,25.0,Orthodox,185.42,193.04,170.0,0.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,0.0,13.0,0.0,53.4,0.4,0.6,1.6,0.57
Ali Bagautinov,Geane Herrera,2016-06-18,"Ottawa, Ontario, Canada",Red,False,Flyweight,26.0,Orthodox,165.1,167.64,125.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,0.0,23.5,0.43,0.0,0.5,0.5,31.0,Orthodox,162.56,165.1,125.0,2.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,17.0,1.0,39.4,0.38,0.4,2.4,0.3
Chris Beal,Joe Soto,2016-06-18,"Ottawa, Ontario, Canada",Blue,False,Bantamweight,29.0,Orthodox,167.64,165.1,135.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,1.0,44.67,0.35,1.33,0.33,0.11,30.0,Orthodox,170.18,175.26,125.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,11.0,0.0,37.5,0.36,0.25,1.75,0.44
Colby Covington,Jonathan Meunier,2016-06-18,"Ottawa, Ontario, Canada",Red,False,Welterweight,28.0,Switch,190.5,190.5,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28.0,Orthodox,180.34,182.88,170.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,8.0,0.0,15.5,0.63,0.25,2.5,0.53
Donald Cerrone,Patrick Cote,2016-06-18,"Ottawa, Ontario, Canada",Red,False,Welterweight,36.0,Orthodox,180.34,180.34,170.0,0.0,3.0,0.0,4.0,10.0,9.0,4.0,0.0,0.0,47.0,2.0,30.11,0.46,0.21,0.53,0.14,33.0,Orthodox,185.42,185.42,155.0,0.0,1.0,0.0,8.0,16.0,4.0,5.0,5.0,0.0,40.0,1.0,41.4,0.49,0.4,0.7,0.29
Elias Theodorou,Sam Alvey,2016-06-18,"Ottawa, Ontario, Canada",Red,False,Middleweight,30.0,Southpaw,187.96,190.5,205.0,1.0,0.0,0.0,3.0,3.0,2.0,3.0,0.0,0.0,7.0,0.0,20.8,0.56,0.0,0.0,0.0,28.0,Orthodox,185.42,190.5,185.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,10.0,1.0,45.75,0.43,0.0,2.25,0.5
Jason Saggo,Leandro Silva,2016-06-18,"Ottawa, Ontario, Canada",Red,False,Lightweight,30.0,Orthodox,175.26,182.88,155.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,15.0,0.0,28.0,0.54,0.5,1.67,0.4,30.0,Orthodox,180.34,180.34,155.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,19.67,0.52,0.0,2.67,0.34
Misha Cirkunov,Ion Cutelaba,2016-06-18,"Ottawa, Ontario, Canada",Red,False,Light Heavyweight,22.0,Southpaw,185.42,190.5,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,29.0,Orthodox,190.5,195.58,205.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,0.0,28.0,0.66,0.5,3.0,0.62
Olivier Aubin-Mercier,Thibault Gouti,2016-06-18,"Ottawa, Ontario, Canada",Red,False,Lightweight,29.0,Orthodox,177.8,182.88,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,Southpaw,175.26,177.8,155.0,1.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,14.0,1.0,35.4,0.49,0.4,2.8,0.32
Randa Markos,Jocelyn Jones-Lybarger,2016-06-18,"Ottawa, Ontario, Canada",Red,False,Women's Strawweight,30.0,Orthodox,170.18,162.56,115.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,29.0,0.27,0.0,0.0,0.0,30.0,Orthodox,162.56,160.02,115.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,0.0,35.67,0.4,0.33,1.33,0.37
Rory MacDonald,Stephen Thompson,2016-06-18,"Ottawa, Ontario, Canada",Blue,False,Welterweight,33.0,Orthodox,182.88,190.5,170.0,0.0,6.0,0.0,6.0,7.0,1.0,5.0,0.0,0.0,15.0,0.0,40.38,0.52,0.0,0.62,0.23,26.0,Orthodox,182.88,193.04,170.0,1.0,0.0,0.0,5.0,9.0,3.0,3.0,1.0,0.0,33.0,1.0,50.5,0.44,0.42,1.75,0.38
Steve Bosse,Sean O'Connell,2016-06-18,"Ottawa, Ontario, Canada",Red,False,Light Heavyweight,32.0,Orthodox,185.42,187.96,205.0,1.0,0.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,9.0,0.0,42.2,0.48,0.4,0.0,0.0,34.0,Orthodox,180.34,182.88,205.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.5,0.2,0.0,0.0,0.0
Tamdan McCrory,Krzysztof Jotko,2016-06-18,"Ottawa, Ontario, Canada",Blue,False,Middleweight,26.0,Southpaw,185.42,195.58,185.0,0.0,3.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,14.0,0.0,40.6,0.48,0.0,1.2,0.38,29.0,Switch,193.04,198.12,185.0,0.0,1.0,0.0,1.0,4.0,3.0,1.0,2.0,0.0,15.0,0.0,20.29,0.52,1.57,1.57,0.4
Valerie Letourneau,Joanne Calderwood,2016-06-18,"Ottawa, Ontario, Canada",Blue,False,Women's Flyweight,30.0,Orthodox,167.64,165.1,125.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0,70.0,0.52,0.0,1.67,0.42,33.0,Orthodox,170.18,172.72,115.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,14.0,1.0,78.5,0.36,0.5,1.0,0.55
Alan Jouban,Belal Muhammad,2016-07-07,"Las Vegas, Nevada, USA",Red,False,Welterweight,27.0,Orthodox,180.34,182.88,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,34.0,Southpaw,182.88,185.42,170.0,0.0,1.0,0.0,2.0,4.0,2.0,3.0,0.0,0.0,10.0,0.0,36.0,0.56,0.0,0.17,0.17
Anthony Birchak,Dileno Lopes,2016-07-07,"Las Vegas, Nevada, USA",Red,False,Bantamweight,31.0,Southpaw,165.1,165.1,135.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,46.0,0.42,3.0,3.0,0.75,30.0,Orthodox,172.72,175.26,135.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,15.67,0.38,0.0,0.33,0.33
Felipe Arantes,Jerrod Sanders,2016-07-07,"Las Vegas, Nevada, USA",Red,False,Bantamweight,36.0,Orthodox,172.72,182.88,135.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,6.0,0.61,1.0,1.0,0.12,28.0,Orthodox,172.72,185.42,135.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,0.0,20.0,0.0,31.75,0.54,0.5,1.12,0.32
Gilbert Burns,Lukasz Sajewski,2016-07-07,"Las Vegas, Nevada, USA",Red,False,Lightweight,25.0,Orthodox,172.72,180.34,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,26.0,0.3,0.0,0.0,0.0,29.0,Orthodox,177.8,180.34,155.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,10.0,0.0,24.0,0.4,1.0,1.75,0.5
Joe Duffy,Mitch Clarke,2016-07-07,"Las Vegas, Nevada, USA",Red,False,Lightweight,30.0,Orthodox,177.8,185.42,155.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,13.0,0.0,27.4,0.34,0.4,0.6,0.07,28.0,Orthodox,177.8,185.42,155.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,5.0,0.0,20.0,0.34,0.67,0.0,0.0
John Makdessi,Mehdi Baghdad,2016-07-07,"Las Vegas, Nevada, USA",Red,False,Lightweight,31.0,Orthodox,185.42,190.5,155.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2,0.0,0.0,0.0,31.0,Orthodox,172.72,172.72,155.0,2.0,0.0,0.0,3.0,6.0,5.0,3.0,0.0,0.0,26.0,0.0,58.82,0.45,0.0,0.0,0.0
Marco Beltran,Reginaldo Vieira,2016-07-07,"Las Vegas, Nevada, USA",Red,False,Bantamweight,33.0,Orthodox,170.18,165.1,135.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,59.0,0.56,2.0,0.0,0.0,30.0,Orthodox,172.72,175.26,125.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,30.5,0.42,0.0,1.0,0.62
Mike Pyle,Alberto Mina,2016-07-07,"Las Vegas, Nevada, USA",Blue,False,Welterweight,34.0,Orthodox,182.88,195.58,170.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,51.5,0.52,0.0,1.0,0.06,40.0,Orthodox,182.88,187.96,170.0,0.0,1.0,0.0,4.0,10.0,6.0,5.0,2.0,0.0,33.0,0.0,23.25,0.41,0.81,1.0,0.24
Rafael Dos Anjos,Eddie Alvarez,2016-07-07,"Las Vegas, Nevada, USA",Blue,True,Lightweight,32.0,Orthodox,175.26,175.26,155.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,40.33,0.43,0.0,3.0,0.22,31.0,Southpaw,172.72,177.8,170.0,0.0,5.0,0.0,5.0,14.0,5.0,4.0,2.0,0.0,49.0,2.0,35.79,0.42,0.63,2.05,0.35
Roy Nelson,Derrick Lewis,2016-07-07,"Las Vegas, Nevada, USA",Blue,False,Heavyweight,31.0,Orthodox,190.5,200.66,260.0,0.0,3.0,0.0,3.0,6.0,2.0,6.0,0.0,0.0,12.0,0.0,20.0,0.61,0.0,0.38,0.31,40.0,Orthodox,182.88,182.88,263.0,0.0,1.0,0.0,3.0,8.0,8.0,7.0,0.0,0.0,37.0,1.0,22.94,0.38,0.06,0.5,0.13
Russell Doane,Pedro Munhoz,2016-07-07,"Las Vegas, Nevada, USA",Blue,False,Bantamweight,29.0,Orthodox,167.64,165.1,135.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,8.0,0.0,31.25,0.56,0.75,0.5,0.25,29.0,Orthodox,170.18,177.8,135.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,11.0,0.0,23.5,0.42,1.0,2.5,0.33
Vincente Luque,Alvaro Herrera Mendoza,2016-07-07,"Las Vegas, Nevada, USA",Red,False,Welterweight,26.0,Orthodox,182.88,187.96,155.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.44,0.0,0.0,0.0,24.0,Orthodox,180.34,190.5,170.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,20.0,0.48,1.0,0.0,0.0
Andrew Sanchez,Khalil Rountree Jr.,2016-07-08,"Las Vegas, Nevada, USA",Red,True,Light Heavyweight,26.0,Southpaw,185.42,193.04,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28.0,Orthodox,185.42,187.96,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Cezar Ferreira,Anthony Smith,2016-07-08,"Las Vegas, Nevada, USA",Red,False,Middleweight,27.0,Orthodox,193.04,193.04,205.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,31.0,0.41,0.0,1.0,0.2,31.0,Southpaw,185.42,198.12,185.0,0.0,1.0,0.0,3.0,5.0,3.0,0.0,1.0,0.0,16.0,1.0,16.12,0.39,0.12,1.12,0.27
Cory Hendricks,Josh Stansbury,2016-07-08,"Las Vegas, Nevada, USA",Blue,False,Light Heavyweight,31.0,Orthodox,187.96,187.96,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,28.0,Orthodox,190.5,196.0,205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Dooho Choi,Thiago Tavares,2016-07-08,"Las Vegas, Nevada, USA",Red,False,Featherweight,31.0,Orthodox,170.18,172.72,145.0,0.0,1.0,0.0,2.0,10.0,7.0,1.0,5.0,0.0,37.0,0.0,19.24,0.43,0.94,2.35,0.46,25.0,Orthodox,177.8,177.8,145.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,14.0,0.68,0.0,0.0,0.0
Gray Maynard,Fernando Bruno,2016-07-08,"Las Vegas, Nevada, USA",Red,False,Featherweight,34.0,Southpaw,167.64,177.8,145.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,20.0,0.62,0.0,2.0,0.18,37.0,Orthodox,175.26,177.8,155.0,4.0,0.0,0.0,8.0,9.0,7.0,1.0,0.0,0.0,45.0,2.0,26.38,0.36,0.56,2.25,0.45
Jake Matthews,Kevin Lee,2016-07-08,"Las Vegas, Nevada, USA",Blue,False,Lightweight,23.0,Orthodox,175.26,195.58,170.0,0.0,1.0,0.0,4.0,5.0,2.0,0.0,1.0,0.0,17.0,0.0,43.86,0.36,1.0,2.14,0.35,21.0,Orthodox,180.34,185.42,170.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,3.0,1.0,11.0,0.0,37.6,0.44,0.8,1.4,0.34
Joanna Jedrzejczyk,Claudia Gadelha,2016-07-08,"Las Vegas, Nevada, USA",Red,True,Women's Strawweight,27.0,Orthodox,162.56,160.02,115.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,9.0,0.0,69.33,0.41,1.0,5.33,0.75,28.0,Orthodox,167.64,165.1,125.0,0.0,5.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,16.0,3.0,96.6,0.43,0.0,0.0,0.0
Joaquim Silva,Andrew Holbrook,2016-07-08,"Las Vegas, Nevada, USA",Red,False,Lightweight,30.0,Southpaw,180.34,177.8,155.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,20.0,0.51,2.0,0.0,0.0,27.0,Orthodox,172.72,175.26,155.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,49.0,0.3,0.0,0.0,0.0
John Moraga,Matheus Nicolau,2016-07-08,"Las Vegas, Nevada, USA",Blue,False,Flyweight,23.0,Orthodox,167.64,167.64,125.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,46.0,0.59,3.0,3.0,0.75,32.0,Orthodox,167.64,167.64,125.0,1.0,0.0,0.0,2.0,5.0,3.0,1.0,3.0,0.0,22.0,1.0,30.62,0.42,0.75,0.5,0.18
Li Jingliang,Anton Zafir,2016-07-08,"Las Vegas, Nevada, USA",Red,False,Welterweight,29.0,Orthodox,180.34,182.88,170.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,0.68,0.0,1.0,0.33,28.0,Orthodox,182.88,180.34,170.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,10.0,0.0,49.0,0.39,0.0,1.25,0.4
